13500,CHAETOCEROS SEPTENTRIONALIS,,,,,,,,,,,,,
6000,CORETHRON HYSTRIX
3000,CRYPTOMONAS ACUTA
9000,CRYPTOMONAS SPP
15750,CRYPTOPHYCOPHYTA
30000,CYLINDROTHECA CLOSTERIUM
12750,GYMNODINIACEA
4500,GYMNODINIUM SPP
1500,GYMNODINIUM VENEFICIUM
7500,GYMNODINIUM WULFFI
3000,GYRODINIUM FLAGELLARE
13500,NITZSCHIA DELICATISSIMA
6000,NITZSCHIA SERIATA
183000,PENNALES
2250,PROROCENTRUM COMPRESSUM
1500,SCRIPPSIELLA TROCHOIDEA
3000,SYNEDRA TABULATA
1500,THALASSIOSIRA SPP,,,,,,,,,,,,,


STATION,11,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
81,51,,N,38,47,,E,1998,10,9,,,,

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,455,M,,,,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,,,,
TAX CNT B0,TAX NAME,,,,,,,,,,,,,
#/L,PHYTOPLANKTON,,,,,,,,,,,,,
1,-,,,,,,,,,,,,,
240,ALEXANDRIUM,,,,,,,,,,,,,
320,AMPHIDINIUM EXTENSUM,,,,,,,,,,,,,
320,AMPHIDINIUM LACUSTRE
160,AMPHIDINIUM SPHENOIDES
320,AMPHIPRORA HYPERBOREA
15,CHAETOCEROS BOREALIS
240,CHAETOCEROS DECIPIENS
1760,CHAETOCEROS FURCELLATUS
16160,CHAETOCEROS SEPTENTRIONALIS
320,CHAETOCEROS SIMPLEX
80,COSCINODISCUS STELLARIS
1760,CRYPTOMONAS SPP
4000,CRYPTOPHYCOPHYTA
10880,CYLINDROTHECA CLOSTERIUM
5600,GYMNODINIACEA
640,GYMNODINIUM AGILIFORME
1280,GYMNODINIUM ARCTICUM
160,GYMNODINIUM HETEROSTRIATUM
160,GYMNODINIUM SPP
2720,GYMNODINIUM VENEFICIUM
160,GYMNODINIUM VITILIGO
8800,GYMNODINIUM WULFFI
2560,GYRODINIUM FLAGELLARE
80,GYRODINIUM PINGUE
1280,GYRODINIUM PRUNUS
160,GYRODINIUM WULFFII
320,HEMISELMIS SPP
1600,IMANTONIA SPP
320,KATODINIUM ROTUNDATUM
160,NAVICULA SPP
6240,NAVICULA VANHOEFFENII
2560,NITZSCHIA DELICATISSIMA
480,NITZSCHIA FRIGIDA
1840,NITZSCHIA GRUNOWII
480,NITZSCHIA SPP,,,,,,,,,,
320,OXYTOXUM LATICEPS,,,,,,,,,,
160,OXYTOXUM MILNERI,,,,,,,,,,
47200,PENNALES,,,,,,,,,,
960,PROROCENTRUM BALTICUM,,,,,,,,,,
160,PROROCENTRUM COMPRESSUM,,,,,,,,,,
160,PROTOPERIDINIUM BIPES,,,,,,,,,,
320,PYRAMIMONAS SPP,,,,,,,,,,
1120,SKELETONEMA COSTATUM,,,,,,,,,,
160,SYNEDRA ACUS,,,,,,,,,,
2080,SYNEDRA TABULATA,,,,,,,,,,
320,THALASSIOSIRA SPP,,,,,,,,,,
800,TORODINIUM ROBUSTUM,,,,,,,,,,


STATION,3,SERIES,,POSITION,,,,,,3,2
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
81,51.36,,N,38,35.27,,E,1998,10,10,6,50,,GMT

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,445,M,,,,,,,,,,,,

TYPE,HYDROLOGY,,,,,,,,,,,,,
DEPTH,TEMP,SAL,OXY,OXY SATUR,PO4,SIO3,NO2,NO3,NH4,POP,PON,,,
M,C,PSU,ML/L,PERCENT,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,,,
0,2,3,2,1,2,2,2,2,2,2,2,,,
4,-1.78,32.87,9.2,107.4,0.36,0.48,0.02,1.24,2.18,0.59,7.37,,,
26,-1.66,32.94,9.05,106,0.4,0.38,0.05,1.62,2.03,0.63,,,,
41,0.05,34.33,7.86,97.4,0.64,0.86,0.18,5.75,1.92,0.69,12.05,,,
80,1.86,34.76,7.15,93.2,0.88,2.38,0,10.46,0.69,0.45,0,,,
201,2.3,34.93,7.03,92.8,1,3.33,0,11.92,0.73,0.38,,,,
423,1.46,34.94,7.12,91.9,1.04,4.29,0,12.38,0.88,0.44,0,,,


TYPE,HEADERS,,,,,
BOTTOM DEPTH,445,M,,,,

TYPE,PLANKTON,,,,,
TAX CNT B422,TAX CNT B200,TAX CNT B75,TAX CNT B40,TAX CNT B25,TAX CNT B0,TAX NAME
#/L,#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON
1,1,1,1,1,1,-
,,130,220,280,135,ALEXANDRIUM
,,,220,140,405,AMPHIDINIUM CARTERAE
,100,,110,,,AMPHIDINIUM CRASSUM
,200,130,,280,,AMPHIDINIUM EXTENSUM
110,,,,280,810,AMPHIDINIUM LACUSTRE
,,,70,20,635,CHAETOCEROS DECIPIENS
,,,,10,,CHAETOCEROS GRACILIS
,,,120,,,CHAETOCEROS SPP
,,130,,,,CHRYSOCHROMULINA HIRTA
,,,220,,270,COCHLODINIUM PUPA
,,,,,405,COCHLODINIUM VINCTUM
,100,130,,,,COSCINODISCUS STELLARIS
,200,390,110,140,135,CRYPTOMONAS ACUTA
,400,1040,550,2240,17010,CRYPTOPHYCOPHYTA
,,650,,420,675,CYLINDROTHECA CLOSTERIUM
1430,2000,910,1650,5600,4185,GYMNODINIACEA
220,500,910,1760,,2565,GYMNODINIUM AGILIFORME
,,,110,,,GYMNODINIUM ARCTICUM
110,,,110,280,135,GYMNODINIUM FUSUS
,,130,220,,405,GYMNODINIUM MARINUM
,,,,,135,GYMNODINIUM SIMPLEX
550,600,780,660,1540,2295,GYMNODINIUM SPP
,200,130,550,840,1215,GYMNODINIUM VENEFICIUM
,,260,990,840,1080,GYMNODINIUM VITILIGO
1980,3500,2990,4510,2800,12690,GYMNODINIUM WULFFI
330,1000,1430,3080,2520,4860,GYRODINIUM FLAGELLARE
,,,,,135,GYRODINIUM FUSIFORME
,,,,140,,GYRODINIUM LACHRYMA
110,,,,140,270,GYRODINIUM PRUNUS
,,,330,140,540,GYRODINIUM WULFFII
,,,,,270,HEMIDINIUM NASUTUM
,,260,,,675,HEMISELMIS SPP
,,,,140,675,HILLEA FUSIFORMES
,,910,220,,,IMANTONIA SPP
,,,110,280,,KATODINIUM ROTUNDATUM
,,130,110,280,675,LEUCOCRYPTOS MARINA
,,130,,,,MERINGOSPHAERA TENERRIMA
,,,110,,,MICRACANTHADINIUM CLAYTONII
,,,,140,,NAVICULA SPP
,,,,,135,NEMATODINIUM ARMATUM
,200,,,420,270,NITZSCHIA DELICATISSIMA
,,,,5600,,NITZSCHIA GRUNOWII
110,,,,280,,NITZSCHIA SERIATA
,,,,,540,OCHROMONAS COSMOPOLITICUS
,,,,,135,OXYTOXUM MILNERI
990,,,330,2800,2025,PENNALES
,200,,220,,675,PLAGIOSELMIS PROLONGA
,100,130,,,135,PRONOCTILUCA PELAGICA
,,,,560,1350,PROROCENTRUM BALTICUM
,,,,140,270,PROROCENTRUM COMPRESSUM
,,130,,,,PROTOPERIDINIUM CONICOIDES
,100,,,,,PTEROSPERMA SPP
,,,,140,,PYRAMIMONAS GROSSII
,,,,140,,PYRAMIMONAS SPP
,,130,,,135,SCRIPPSIELLA TROCHOIDEA
,,,,140,135,THALASSIOSIRA BULBOSA,,,,,,,,
,100,,,,,THALASSIOSIRA SPP,,,,,,,,
,,,,140,,TORODINIUM ROBUSTUM,,,,,,,,


STATION,4,SERIES,,POSITION,,,,,,4,2,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
82,0.96,,N,38,59.12,,E,1998,10,11,19,25,,GMT

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,780,M,,,,,,,,,,,,

TYPE,HYDROLOGY,,,,,,,,,,,,,
DEPTH,TEMP,SAL,OXY,OXY SATUR,PO4,SIO3,NO2,NO3,NH4,POP,PON,,,
M,C,PSU,ML/L,PERCENT,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,,,
0,2,3,2,1,2,2,2,2,2,2,2,,,
2,-1.75,33.04,8.98,103.6,0.39,2,0.15,2.12,2.26,,,,,
19,-1.73,33.05,9.22,107.9,0.39,1.19,0.24,1.92,2.05,,,,,
49,0.71,34.42,7.89,99.6,0.6,1.43,0.05,6.4,1.61,,,,,
84,1.72,34.72,7.19,93.4,0.83,2.62,0.05,10.27,0.93,,,,,
113,1.96,34.83,7.06,92.3,0.9,3.19,0.05,11.46,0.87,,,,,
199,2.26,34.94,7.07,93.2,0.96,3.81,0.02,12.26,0.82,,,,,
249,2.13,34.95,7.1,93.3,0.93,3.81,0.06,12.07,0.88,,,,,
299,1.96,34.96,7.13,93.3,0.94,3.9,0.04,12.27,0.91,,,,,
368,1.83,34.96,7.18,93.6,0.97,3.9,0.09,12.22,0.88,,,,,
499,1.48,34.96,7.21,93.2,0.97,4.19,0.06,11.86,0.88,,,,,
599,1.18,34.95,7.2,92.3,1,4.52,0.05,12.54,0.88,,,,,
754,0.8,34.94,7.16,90.9,1.04,4.76,0,12.9,0.98,,,,,

,,,,,,,,,,,,,,GMT
TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,780,M,,,,,,,,,,,,

TYPE,PLANKTON,,,,,
TAX CNT B740,TAX CNT B500,TAX CNT B300,TAX CNT B120,TAX CNT B80,TAX CNT B20,TAX NAME
#/L,#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON
1,1,1,1,1,1,-
,130,,125,,260,ALEXANDRIUM
,,,125,,260,AMPHIDINIUM EXTENSUM
220,,,,,130,AMPHIDINIUM LACUSTRE
,,,125,,130,AMPHIDINIUM SPHENOIDES
,,,,,260,CHAETOCEROS SIMPLEX
,,,,125,,CHAETOCEROS SPP
220,,,,,,CHRYSOCHROMULINA SPP
,,105,,,,COCHLODINIUM PUPA
,,,,125,,COCHLODINIUM VINCTUM
,,,125,,,CORYTHODINIUM DIPLOCONUS
,,,,,130,CRYPTOMONAS ACUTA
1540,260,630,750,125,390,CRYPTOPHYCOPHYTA
,,,,125,650,CYLINDROTHECA CLOSTERIUM
1430,1560,1260,2125,750,2470,GYMNODINIACEA
,,210,625,125,520,GYMNODINIUM AGILIFORME
440,390,315,750,500,780,GYMNODINIUM SPP
110,,,125,250,520,GYMNODINIUM VENEFICIUM
,260,,500,125,,GYMNODINIUM VITILIGO
770,910,840,2000,1625,2340,GYMNODINIUM WULFFI
770,260,420,2000,750,1560,GYRODINIUM FLAGELLARE
,,,125,,,GYRODINIUM PRUNUS
,,,3500,4465,,IMANTONIA ROTUNDA
,130,,125,,,LEUCOCRYPTOS MARINA
,,,,,130,NAVICULA SPP
,,,,,130,NEMATODINIUM ARMATUM
,,,,125,650,NITZSCHIA DELICATISSIMA
,,,,,130,NITZSCHIA FRIGIDA
,,,,,520,NITZSCHIA SERIATA,,,,,,,,
,,,125,125,780,PENNALES,,,,,,,,
110,,210,,,,PRONOCTILUCA PELAGICA,,,,,,,,
,,,,,780,PROROCENTRUM BALTICUM,,,,,,,,
,,,,,130,PROROCENTRUM COMPRESSUM,,,,,,,,
,,,,500,,PTEROSPERMA SPP,,,,,,,,
,,,,,260,RHIZOSOLENIA SETIGERA,,,,,,,,
110,,105,5,,,THALASSIOSIRA SPP,,,,,,,,
,,,,,130,TORODINIUM ROBUSTUM,,,,,,,,


STATION,14,SERIES,,POSITION,,,,,,,,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
81,51,,N,38,18,,E,1998,10,15,,,,

TYPE,PLANKTON,,,,,,,,,,,,,
TAX CNT B0,TAX CNT B0.5,TAX CNT B1,TAX CNT B3,TAX CNT B5,TAX NAME
#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON
1,1,1,1,1,-
,130,,405,125,ALEXANDRIUM
,130,,,,AMPHIDINIUM CARTERAE
,260,520,135,375,AMPHIDINIUM LACUSTRE
,,,,125,AMPHIDINIUM SPHENOIDES
,130,,,125,AMPHIPRORA HYPERBOREA
,,,,5,BACTERIOSIRA FRAGILIS
5,10,30,135,30,CHAETOCEROS BOREALIS
,,260,,85,CHAETOCEROS CONVOLUTUS
,30,,270,20,CHAETOCEROS DECIPIENS
,,,270,,CHAETOCEROS FURCELLATUS
,130,,,,CHAETOCEROS SEPTENTRIONALIS
,150,780,540,,CHAETOCEROS SIMPLEX
,130,,,125,CHRYSOCHROMULINA HIRTA
220,,,135,,COCHLODINIUM VINCTUM
440,2730,1040,2700,4500,CRYPTOPHYCOPHYTA
1980,4160,520,2565,1375,CYLINDROTHECA CLOSTERIUM
,,130,,,DICTYOCHA SPECULUM
,,,135,,EBRIA TRIPARTITA
3960,,4680,5265,1750,GYMNODINIACEA
440,2470,2340,1215,1500,GYMNODINIUM AGILIFORME
,130,,,,GYMNODINIUM ARCTICUM
,520,390,270,250,GYMNODINIUM FUSUS
,,,135,,GYMNODINIUM HETEROSTRIATUM
,780,2340,1620,2250,GYMNODINIUM SPP
,520,780,810,250,GYMNODINIUM VENEFICIUM
,130,520,135,,GYMNODINIUM VITILIGO
2640,4550,5460,9585,6750,GYMNODINIUM WULFFI
880,1950,3640,2025,1250,GYRODINIUM FLAGELLARE
,,130,,,GYRODINIUM FUSIFORME
,260,,,,GYRODINIUM PRUNUS
,,,270,,GYRODINIUM WULFFII
,,,135,375,HEMISELMIS SPP
,,130,,,HILLEA FUSIFORMES
660,520,520,,,IMANTONIA SPP
220,,,,,LEUCOCRYPTOS MARINA
,,1040,270,125,NAVICULA SPP
,,130,,,NEMATODINIUM ARMATUM
,,520,270,,NITZSCHIA DELICATISSIMA
,650,,,,NITZSCHIA FRIGIDA
,260,130,270,,NITZSCHIA PSEUDODELICATISSIMA
,,2600,,,NITZSCHIA SPP
,,,,500,OCHROMONAS COSMOPOLITICUS
,,,135,,OXYTOXUM MILNERI
11880,7280,8580,5130,3250,PENNALES
,260,520,270,500,PLAGIOSELMIS PROLONGA
440,,910,405,125,PROROCENTRUM BALTICUM,,,,,,,,,
220,,130,,,PROROCENTRUM COMPRESSUM,,,,,,,,,
,,,270,,PROTOPERIDINIUM BIPES,,,,,,,,,
,,,,250,PROTOPERIDINIUM BREVIPES,,,,,,,,,
,130,,,,PROTOPERIDINIUM OVATUM,,,,,,,,,
,130,,,125,PTEROSPERMA MARGINATUM,,,,,,,,,
,10,,,,RHIZOSOLENIA SETIGERA,,,,,,,,,
,,130,,,THALASSIOSIRA NORDENSKIOELDII,,,,,,,,,
,130,,,,THALASSIOSIRA SPP,,,,,,,,,
,,260,135,,TORODINIUM ROBUSTUM,,,,,,,,,


STATION,5,SERIES,,POSITION,,,,,,5,3,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
81,59.1,,N,37,38.93,,E,1998,10,16,6,0,,GMT

TYPE,HEADERS,,,,,,,,,,
BOTTOM DEPTH,1030,M,,,,,,,,,

TYPE,HYDROLOGY,,,,,,,,,,
DEPTH,TEMP,SAL,OXY,OXY SATUR,PO4,SIO3,NO2,NO3,NH4,POP,PON
M,C,PSU,ML/L,PERCENT,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L
0,2,3,2,1,2,2,2,2,2,2,2
2,-1.74,33.12,8.75,102.5,0.41,0.48,0.09,2.42,2.18,0.32,25.66
24,-1.72,33.14,8.72,102.2,0.41,0.95,0.1,2.87,2.1,0.24,16.21
38,0.89,34.35,7.82,99.1,0.54,1.43,0.16,5.94,1.49,0.4,22.37
98,2.22,34.87,6.98,91.8,0.91,3.57,0,11.51,0.76,0.3,29.16
158,2.25,34.91,7.01,92.3,0.93,3.86,0,11.85,0.98,0.21,18.71
248,2.33,34.95,7.04,93,0.91,3.9,0,12.13,0.78,0.23,14.28
458,1.85,34.97,7.18,93.7,0.93,3.95,0,12.2,0.76,0.34,18.19
618,1.44,34.96,7.22,93.2,0.91,4.76,0,12.38,0.92,0.33,15.88
689,1.18,34.95,7.2,92.3,1.04,4.52,0,12.55,0.94,0.43,26.35
759,0.85,34.94,7.13,90.6,1.01,4.67,0,12.76,0.91,0.38,8
824,0.46,34.93,7.09,89.2,1.08,5.24,0,13.11,0.91,0.36,0
1011,-0.43,34.92,6.95,85.4,1.13,6.76,0,13.95,0.86,0.24,0


TYPE,HEADERS,,,,,,,,,,
BOTTOM DEPTH,1165,M,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,
TAX CNT B1158,TAX CNT B400,TAX CNT B250,TAX CNT B100,TAX CNT B50,TAX CNT B35,TAX CNT B15,TAX NAME,,,,
#/L,#/L,#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON,,,,
1,1,1,1,1,1,1,-,,,,
,240,140,,,,130,ALEXANDRIUM,,,,
,,,,125,110,,AMPHIDINIUM CARTERAE,,,,
,,,,,110,,AMPHORA SPP,,,,
,,,,,,5,CHAETOCEROS BOREALIS,,,,
,,,,,10,130,CHAETOCEROS CONVOLUTUS
,,,,,,260,CHAETOCEROS DECIPIENS
,,,,,110,,COCHLODINIUM PUPA
,,,,,110,,COCHLODINIUM VINCTUM
,,,115,,,,COSCINODISCUS STELLARIS
,,,,250,,,CRYPTOMONAS ACUTA
1500,840,1960,345,875,1540,6240,CRYPTOPHYCOPHYTA
,,,115,125,,910,CYLINDROTHECA CLOSTERIUM
1050,1200,1120,920,1625,2970,7020,GYMNODINIACEA
,,,115,,440,3510,GYMNODINIUM AGILIFORME
,,,,1125,,,GYMNODINIUM ARCTICUM
,,,115,,110,260,GYMNODINIUM FUSUS
,,,115,,110,,GYMNODINIUM MARINUM
600,1320,560,1035,375,550,,GYMNODINIUM SPP
,,280,115,,880,1430,GYMNODINIUM VENEFICIUM
,,,1840,,330,390,GYMNODINIUM VITILIGO
600,1200,1960,230,4000,3520,5980,GYMNODINIUM WULFFI
,1080,1120,115,1625,2310,2600,GYRODINIUM FLAGELLARE
,,,,125,,10,GYRODINIUM FUSIFORME
,,,10,,,,GYRODINIUM LACHRYMA
,240,,,,,,HEMISELMIS SPP
,,,1035,500,,,IMANTONIA ROTUNDA
,,,,,220,260,LEUCOCRYPTOS MARINA
,,,,,,130,NAVICULA SPP
,,,,,,390,NITZSCHIA DELICATISSIMA
,,,,,,130,NITZSCHIA SERIATA
,,,,,,130,NITZSCHIA SPP
,,,,,,130,OXYTOXUM LATICEPS
,,,,,110,,OXYTOXUM MILNERI
150,,140,115,125,330,1300,PENNALES
150,,,115,,,,PRONOCTILUCA PELAGICA
,,,,,330,260,PROROCENTRUM BALTICUM
,,,,,110,130,PROTOPERIDINIUM CERASUS,,,,,,,
,,,115,,220,,PTEROSPERMA NATIONALIS,,,,,,,
,,,115,,,,PHYTOPLANKTON TOTAL,,,,,,,
,,,,,110,260,RHIZOSOLENIA SETIGERA,,,,,,,
,,,115,5,,130,THALASSIOSIRA SPP,,,,,,,
,,,,,,130,TORODINIUM ROBUSTUM,,,,,,,


STATION,6,SERIES,,POSITION,,,,,,6,3,,,
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
80,37.98,,N,44,26.5,,E,1998,10,17,20,10,,GMT

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,359,M,,,,,,,,,,,,

TYPE,HYDROLOGY,,,,,,,,,,,,,
DEPTH,TEMP,SAL,OXY,OXY SATUR,PO4,SIO3,NO2,NO3,NH4,POP,PON
M,C,PSU,ML/L,PERCENT,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L
0,2,3,2,1,2,2,2,2,2,2,2
2,-1.78,33.19,8.26,96.6,0.29,1.19,0.04,0.94,1.39,0.45,16.93
24,-1.73,33.42,8.24,96.7,0.31,1.19,0.05,1.38,1.56,0.52,17.49
48,-1.78,33.59,8.28,97.2,0.29,2.05,0.06,1.44,1.33,0.45,17.65
148,-0.81,34.64,7.07,85.8,0.88,6.29,0.04,9.3,0.81,0.28,13.49
274,0.09,34.84,7,87.2,1.04,9.76,0.02,11.69,1.02,0.23,14.46
339,0,34.86,6.93,86.1,1.08,10.76,0.02,11.87,0.74,0.2,13.77


TYPE,HEADERS,,,,,,,,,,
BOTTOM DEPTH,328,M,,,,,,,,,

TYPE,PLANKTON,,,,,,,,,,
TAX CNT B200,TAX CNT B100,TAX CNT B55,TAX CNT B35,TAX CNT B5,TAX NAME,,,,,,
#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON
1,1,1,1,1,-
,115,390,,620,ALEXANDRIUM
,,,390,,AMPHIDINIUM CRASSUM
,115,130,130,310,AMPHIDINIUM EXTENSUM
,,260,,,AMPHIDINIUM LACUSTRE
,,130,,,AMPHIDINIUM OPERCULATUM
,345,130,,,AMPHIDINIUM SPHENOIDES
,,,,155,BACTERIOSIRA FRAGILIS
,,,5,,CERATIUM ARCTICUM
,,,25,,CHAETOCEROS BOREALIS
,,,50,310,CHAETOCEROS CONVOLUTUS
,345,130,260,465,CHAETOCEROS DECIPIENS
,,130,,,CHAETOCEROS SEPTENTRIONALIS
,,130,,,CHAETOCEROS SIMPLEX
,,4550,,7595,CHRYSOPHYTA
,,130,,155,COCHLODINIUM PUPA
,460,,130,155,COCHLODINIUM VINCTUM
,115,,,,CORYTHODINIUM DIPLOCONUS
,,,,155,COSCINODISCUS SPP
145,115,130,,,COSCINODISCUS STELLARIS
,,650,130,155,CRYPTOMONAS ACUTA
580,115,1430,2674,930,CRYPTOPHYCOPHYTA
,,130,,155,CYLINDROTHECA CLOSTERIUM
,,,130,,DICTYOCHA SPECULUM
,,,390,,EUCAMPIA ZODIACUS
3915,1725,4940,6630,5425,GYMNODINIACEA
435,115,2340,2451,1860,GYMNODINIUM AGILIFORME
,,,223,155,GYMNODINIUM FUSUS
,,910,,,GYMNODINIUM LUCIDUM
,,,446,775,GYMNODINIUM MARINUM
,575,1950,2897,465,GYMNODINIUM SPP
,345,780,669,310,GYMNODINIUM VENEFICIUM
,115,1920,669,930,GYMNODINIUM VITILIGO
1160,805,12350,12926,7130,GYMNODINIUM WULFFI
1015,1034,3250,3566,3410,GYRODINIUM FLAGELLARE
145,,130,,,GYRODINIUM FUSIFORME
145,,130,130,155,GYRODINIUM PINGUE
,,390,130,155,GYRODINIUM PRUNUS
,,390,,310,GYRODINIUM WULFFII
,,130,,155,HEMIDINIUM NASUTUM
,,130,,,HILLEA SPP
,230,780,891,620,IMANTONIA ROTUNDA
,,260,669,,KATODINIUM ROTUNDATUM
,,390,,,LEUCOCRYPTOS MARINA
,,,390,,LEUCOCRYPTOS SPP
,,130,,310,MICRACANTHADINIUM SETIFERUM
145,,,,155,NAVICULA SPP
,,130,,,PACHYSPHAERA PELAGICA,,,,,,
145,115,,130,155,PENNALES,,,,,,
,,260,130,,PLAGIOSELMIS PROLONGA,,,,,,
,230,,,155,PRONOCTILUCA PELAGICA,,,,,,
,920,1300,260,465,PROROCENTRUM BALTICUM,,,,,,
,,,260,,PROROCENTRUM COMPRESSUM,,,,,,
,,130,,,PROTOPERIDINIUM BREVIPES,,,,,,
,,260,260,,PROTOPERIDINIUM CERASUS,,,,,,
,,520,650,620,PTEROSPERMA NATIONALIS,,,,,,
,,130,,,PYRAMIMONAS SPP,,,,,,
,,130,260,465,SCRIPPSIELLA TROCHOIDEA,,,,,,
,115,390,520,,THALASSIOSIRA SPP,,,,,,
,,,130,,TORODINIUM ROBUSTUM,,,,,,


STATION,7,SERIES,,POSITION,,,,,,7,3
LAT DEG,LAT MIN,LAT SEC,LAT HEM,LON DEG,LON MIN,LON SEC,LON HEM,YEAR,MONTH,DAY,HOUR,MINUTE,SECUNDE,TIME ZONE
80,32.1,,N,43,40.77,,E,1998,10,18,5,50,,GMT

TYPE,HEADERS,,,,,,,,,,,,,
BOTTOM DEPTH,381,M,,,,,,,,,,,,

TYPE,HYDROLOGY,,,,,,,,,,,,,
DEPTH,TEMP,SAL,OXY,OXY SATUR,PO4,SIO3,NO2,NO3,NH4,POP,PON,,,
M,C,PSU,ML/L,PERCENT,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,UG-AT/L,,,
0,2,3,2,1,2,2,2,2,2,2,2,,,
1,-1.83,33.7,8.21,96.2,0.47,1.33,0.09,2.46,1.61,0.26,10.39,,,
24,-1.82,33.71,8.17,95.8,0.47,1.24,0.09,2.39,1.56,0.31,11.3,,,
49,-1.29,33.92,7.69,91.7,0.63,3.19,0.16,4.76,1.46,0.36,10.94,,,
99,-0.62,34.59,7.05,85.9,0.88,5.29,0.06,9.35,0.76,0.23,9.12,,,
178,0.79,34.8,6.93,87.9,1,6.67,0.01,11.15,0.76,0.19,8.56,,,
360,0.1,34.9,7.03,87.6,1.1,8.95,0,11.71,0.81,0.19,6.77,,,


TYPE,HEADERS,,,,,
BOTTOM DEPTH,385,M,,,,

TYPE,PLANKTON,,,,,
TAX CNT B380,TAX CNT B180,TAX CNT B100,TAX CNT B50,TAX CNT B25,TAX CNT B0,TAX NAME
#/L,#/L,#/L,#/L,#/L,#/L,PHYTOPLANKTON
1,1,1,1,1,1,-
,,,875,125,375,ALEXANDRIUM
130,,390,,,125,AMPHIDINIUM EXTENSUM
,,,,,375,AMPHIDINIUM LACUSTRE
,,260,,,,AMPHIDINIUM SPHENOIDES
,,,,,125,ANKISTRODESMUS SPP
,,,,125,,CHAETOCEROS BOREALIS
,,,,125,625,CHAETOCEROS CONVOLUTUS
,,260,,1125,1250,CHAETOCEROS DECIPIENS
,,,125,125,,CHAETOCEROS SEPTENTRIONALIS
,,,500,,,COCHLODINIUM PUPA
,,,,250,,COCHLODINIUM VINCTUM
,,130,,,,CORYTHODINIUM DIPLOCONUS
,,,125,125,250,CRYPTOMONAS ACUTA
,,,125,625,1500,CRYPTOPHYCOPHYTA
,,,125,,,CYLINDROTHECA CLOSTERIUM
,,,,,125,DICTYOCHA SPECULUM
3380,1120,1560,1500,2625,3375,GYMNODINIACEA
390,,130,1500,875,1250,GYMNODINIUM AGILIFORME
,,,,,125,GYMNODINIUM FUSUS
,140,130,,,,GYMNODINIUM HETEROSTRIATUM
,,260,375,,125,GYMNODINIUM MARINUM
,,,125,125,,GYMNODINIUM SIMPLEX
3120,840,2600,3125,7500,250,GYMNODINIUM SPP
260,140,1690,875,500,250,GYMNODINIUM VENEFICIUM
2860,420,1560,3375,625,4500,GYMNODINIUM WULFFI
1170,140,1430,4500,875,1125,GYRODINIUM FLAGELLARE
,,,125,,,GYRODINIUM FUSIFORME
130,,130,125,,,GYRODINIUM PRUNUS
,,,,125,500,GYRODINIUM WULFFII
,,,750,,,IMANTONIA ROTUNDA
,,,500,,,KATODINIUM ROTUNDATUM
,,,125,125,125,LEUCOCRYPTOS MARINA
,,130,375,,,NEMATODINIUM ARMATUM
