state,      county,   tract,      occvac,item,       acs_tal,  acs_talse,  cen_tal,cen_talse,  diff_tal, diff_talse, acs_sal,acs_salse,  cen_sal,  cen_salse,  diff_sal,diff_salse, acs_ial,  acs_ialse,  cen_eal,cen_ealse,  diff_ial, diff_ialse
24,009,860401,O,smortg,0.9854,2.9872,3.5294,0.9200,-2.5440,3.1257,,,,,,,,,,,,
24,009,860401,O,smortg2d,19.2209,10.6179,13.9785,3.6958,5.2424,11.2427,,,,,,,,,,,,
24,009,860401,O,smortgd,8.6161,2.7616,13.0890,1.7737,-4.4729,3.2821,,,,,,,,,,,,
24,009,860401,O,smovein,0.0674,2.1754,5.0000,0.9141,-4.9326,2.3597,,,,,,,,,,,,
24,009,860401,O,soildx,6.3646,1.3718,21.8519,1.6735,-15.4873,2.1639,,,,,,,,,,,,
24,009,860401,O,srent,5.7933,3.7961,15.3153,3.4780,-9.5220,5.1485,,,,,,,,,,,,
24,009,860401,O,sroom,1.0518,1.5621,5.7407,0.9941,-4.6889,1.8516,,,,,,,,,,,,
24,009,860401,O,staxd,15.0547,2.9129,28.2353,2.2442,-13.1806,3.6772,,,,,,,,,,,,
24,009,860401,O,stel,0.1753,2.1474,4.0741,0.7110,-3.8988,2.2620,,,,,,,,,,,,
24,009,860401,O,stenure,0.1618,2.1778,2.2222,0.6183,-2.0604,2.2639,,,,,,,,,,,,
24,009,860401,O,svalue,4.6898,1.8859,6.8235,1.1953,-2.1337,2.2328,,,,,,,,,,,,
24,009,860401,O,swaterdx,8.3468,2.1918,15.3704,1.4606,-7.0236,2.6339,,,,,,,,,,,,
24,009,860401,O,syrblt,4.7060,1.6656,6.6667,1.0475,-1.9607,1.9676,,,,,,,,,,,,
24,009,860401,V,sacres,0.0000,18.7713,6.0606,2.7201,-6.0606,18.9673,,,,,,,,,,,,
24,009,860401,V,sbedrm,7.2491,11.4472,23.6842,6.8489,-16.4351,13.3396,,,,,,,,,,,,
24,009,860401,V,sbiz,75.4114,26.0391,6.0606,2.7201,69.3508,26.1808,,,,,,,,,,,,
24,009,860401,V,sbldgsz,0.0000,18.0211,0.0000,1.9285,0.0000,18.1240,,,,,,,,,,,,
24,009,860401,V,sckitch,5.1115,11.1987,2.1053,1.9465,3.0062,11.3666,,,,,,,,,,,,
24,009,860401,V,scplumb,5.1115,11.1987,2.1053,2.2433,3.0062,11.4212,,,,,,,,,,,,
24,009,860401,V,sisvac,0.0000,18.0211,2.1053,2.5447,-2.1053,18.1999,,,,,,,,,,,,
24,009,860401,V,smeals,0.0000,70.0000,33.3333,15.9883,-33.3333,71.8027,,,,,,,,,,,,
24,009,860401,V,srent,0.0000,70.0000,44.4444,16.8532,-44.4444,72.0002,,,,,,,,,,,,
24,009,860401,V,sroom,11.3383,12.3180,26.3158,7.0938,-14.9775,14.2146,,,,,,,,,,,,
24,009,860401,V,svalue,0.0000,70.0000,42.8571,18.2789,-42.8571,72.3472,,,,,,,,,,,,
24,009,860401,V,syrblt,4.0892,15.0051,23.6842,6.7302,-19.5950,16.4453,,,,,,,,,,,,
24,009,860402,O,sacres,1.5934,3.0819,6.2500,1.0592,-4.6566,3.2588,,,,,,,,,,,,
24,009,860402,O,sagsales,0.0000,18.2244,9.6774,2.4589,-9.6774,18.3895,,,,,,,,,,,,
24,009,860402,O,sautos,3.6908,5.2184,5.1502,1.4580,-1.4594,5.4183,,,,,,,,,,,,
24,009,860402,O,sbedrm,4.5885,5.3211,6.4378,1.5967,-1.8493,5.5555,,,,,,,,,,,,
24,009,860402,O,sbiz,0.8224,4.0693,5.8036,1.0231,-4.9812,4.1959,,,,,,,,,,,,
24,009,860402,O,sbldgsz,0.0000,4.8356,3.0043,0.9496,-3.0043,4.9279,,,,,,,,,,,,
24,009,860402,O,sckitch,0.0000,4.8356,3.0043,0.9347,-3.0043,4.9251,,,,,,,,,,,,
24,009,860402,O,scplumb,0.0000,4.8356,3.0043,1.0772,-3.0043,4.9541,,,,,,,,,,,,
24,009,860402,O,selecdx,6.4838,3.8464,10.3004,1.8740,-3.8166,4.2786,,,,,,,,,,,,
24,009,860402,O,sfuel,0.0000,4.8356,7.7253,1.6460,-7.7253,5.1081,,,,,,,,,,,,
24,009,860402,O,sgasdx,16.3840,4.7659,26.6094,2.7244,-10.2254,5.4897,,,,,,,,,,,,
24,009,860402,O,sincins,9.1658,5.2300,8.5366,2.2426,0.6292,5.6906,,,,,,,,,,,,
24,009,860402,O,sinctax,5.8358,7.0016,6.7073,2.0077,-0.8715,7.2837,,,,,,,,,,,,
24,009,860402,O,sinsd,23.2227,6.3808,24.8677,3.2316,-1.6450,7.1525,,,,,,,,,,,,
24,009,860402,O,smeals,3.7641,20.5982,9.0909,4.4097,-5.3268,21.0649,,,,,,,,,,,,
24,009,860402,O,smhcost,,,100.0000,16.0878,,,,,,,,,,,,,,
24,009,860402,O,smortg,0.9163,4.9808,3.7037,1.4119,-2.7874,5.1771,,,,,,,,,,,,
24,009,860402,O,smortg2d,6.0748,19.0573,14.8936,5.3376,-8.8188,19.7907,,,,,,,,,,,,
24,009,860402,O,smortgd,11.0122,5.4820,11.5854,2.5687,-0.5732,6.0540,,,,,,,,,,,,
24,009,860402,O,smovein,2.5436,3.4099,4.2918,1.2941,-1.7482,3.6472,,,,,,,,,,,,
24,009,860402,O,soildx,11.6459,3.7669,15.4506,2.2283,-3.8047,4.3767,,,,,,,,,,,,
24,009,860402,O,srent,3.7641,20.5982,20.4545,6.1874,-16.6904,21.5074,,,,,,,,,,,,
24,009,860402,O,sroom,4.5387,4.5617,4.7210,1.3798,-0.1823,4.7658,,,,,,,,,,,,
24,009,860402,O,staxd,24.3918,7.1604,23.2804,3.1596,1.1114,7.8266,,,,,,,,,,,,
24,009,860402,O,stel,0.0000,4.8356,3.8627,1.0552,-3.8627,4.9494,,,,,,,,,,,,
24,009,860402,O,stenure,0.0000,4.8356,3.0043,1.0900,-3.0043,4.9569,,,,,,,,,,,,
24,009,860402,O,svalue,7.8041,5.9625,5.8201,1.6643,1.9840,6.1904,,,,,,,,,,,,
24,009,860402,O,swaterdx,7.0823,2.4166,13.3047,2.0938,-6.2224,3.1975,,,,,,,,,,,,
24,009,860402,O,syrblt,7.7307,2.8148,6.0086,1.5193,1.7221,3.1987,,,,,,,,,,,,
24,009,860402,V,sacres,56.7766,70.0000,0.0000,2.0007,56.7766,70.0286,,,,,,,,,,,,
24,009,860402,V,sbedrm,56.7766,70.0000,50.0000,10.5861,6.7766,70.7959,,,,,,,,,,,,
24,009,860402,V,sbiz,56.7766,70.0000,0.0000,2.0007,56.7766,70.0286,,,,,,,,,,,,
24,009,860402,V,sbldgsz,31.1355,67.5797,0.0000,2.5346,31.1355,67.6272,,,,,,,,,,,,
24,009,860402,V,sckitch,25.6410,64.4385,9.0909,5.1228,16.5501,64.6418,,,,,,,,,,,,
24,009,860402,V,scplumb,25.6410,64.4385,9.0909,5.9038,16.5501,64.7083,,,,,,,,,,,,
24,009,860402,V,sisvac,0.0000,70.0000,0.0000,3.2614,0.0000,70.0759,,,,,,,,,,,,
24,009,860402,V,smeals,,,26.6667,25.9779,,,,,,,,,,,,,,
24,009,860402,V,srent,,,26.6667,25.9779,,,,,,,,,,,,,,
24,009,860402,V,sroom,56.7766,70.0000,50.0000,10.5861,6.7766,70.7959,,,,,,,,,,,,
24,009,860402,V,svalue,,,0.0000,6.8408,,,,,,,,,,,,,,
24,009,860402,V,syrblt,56.7766,70.0000,18.1818,8.0244,38.5948,70.4584,,,,,,,,,,,,
24,009,860501,O,sacres,0.7046,3.8331,5.0542,0.9489,-4.3496,3.9488,,,,,,,,,,,,
24,009,860501,O,sagsales,4.8879,4.2210,7.2650,1.2233,-2.3771,4.3947,,,,,,,,,,,,
24,009,860501,O,sautos,0.7775,3.9538,2.5090,1.1096,-1.7315,4.1066,,,,,,,,,,,,
24,009,860501,O,sbedrm,1.0204,4.0532,2.8674,1.1691,-1.8470,4.2185,,,,,,,,,,,,
24,009,860501,O,sbiz,0.0000,4.7111,3.9711,0.8459,-3.9711,4.7864,,,,,,,,,,,,
24,009,860501,O,sbldgsz,0.0000,4.7111,2.8674,0.9950,-2.8674,4.8150,,,,,,,,,,,,
24,009,860501,O,sckitch,0.0000,4.7111,2.5090,0.9186,-2.5090,4.7998,,,,,,,,,,,,
24,009,860501,O,scplumb,0.5588,3.9580,2.8674,1.1267,-2.3086,4.1152,,,,,,,,,,,,
24,009,860501,O,selecdx,6.5841,3.2584,10.7527,2.0426,-4.1686,3.8457,,,,,,,,,,,,
24,009,860501,O,sfuel,0.0000,4.7111,5.7348,1.5331,-5.7348,4.9542,,,,,,,,,,,,
24,009,860501,O,sgasdx,11.5160,3.1339,20.0717,2.6410,-8.5557,4.0983,,,,,,,,,,,,
24,009,860501,O,sincins,2.7189,3.4738,10.2564,2.3726,-7.5375,4.2068,,,,,,,,,,,,
24,009,860501,O,sinctax,0.0000,5.5497,6.4103,1.9155,-6.4103,5.8710,,,,,,,,,,,,
24,009,860501,O,sinsd,17.7925,4.1347,30.7116,3.3772,-12.9191,5.3386,,,,,,,,,,,,
24,009,860501,O,smeals,0.0000,70.0000,0.0000,5.1767,0.0000,70.1912,,,,,,,,,,,,
24,009,860501,O,smhcost,100.0000,70.0000,,,,,,,,,,,,,,,,
24,009,860501,O,smortg,0.0000,4.9428,3.3708,1.3213,-3.3708,5.1164,,,,,,,,,,,,
24,009,860501,O,smortg2d,5.1071,13.3075,13.0435,4.8502,-7.9364,14.1638,,,,,,,,,,,,
24,009,860501,O,smortgd,2.5758,3.4676,9.4017,2.2824,-6.8259,4.1513,,,,,,,,,,,,
24,009,860501,O,smovein,0.7046,3.8331,3.9427,1.3091,-3.2381,4.0505,,,,,,,,,,,,
24,009,860501,O,soildx,5.0049,1.9905,15.0538,2.3579,-10.0489,3.0857,,,,,,,,,,,,
24,009,860501,O,srent,0.0000,70.0000,0.0000,5.1767,0.0000,70.1912,,,,,,,,,,,,
24,009,860501,O,sroom,1.8707,2.9203,3.5842,1.3023,-1.7135,3.1975,,,,,,,,,,,,
24,009,860501,O,staxd,7.4688,3.6176,18.3521,2.8340,-10.8833,4.5955,,,,,,,,,,,,
24,009,860501,O,stel,0.0000,4.7111,2.5090,0.9186,-2.5090,4.7998,,,,,,,,,,,,
24,009,860501,O,stenure,0.0000,4.7111,2.5090,1.0521,-2.5090,4.8271,,,,,,,,,,,,
24,009,860501,O,svalue,3.7216,3.1620,6.3670,1.6903,-2.6454,3.5855,,,,,,,,,,,,
24,009,860501,O,swaterdx,5.1506,1.8568,16.8459,2.4678,-11.6953,3.0883,,,,,,,,,,,,
24,009,860501,O,syrblt,0.7046,3.8331,3.2258,1.2352,-2.5212,4.0272,,,,,,,,,,,,
24,009,860501,V,sacres,0.0000,70.0000,0.0000,3.5685,0.0000,70.0909,,,,,,,,,,,,
24,009,860501,V,sbedrm,0.0000,70.0000,0.0000,5.7918,0.0000,70.2392,,,,,,,,,,,,
24,009,860501,V,sbiz,100.0000,70.0000,0.0000,3.5685,100.0000,70.0909,,,,,,,,,,,,
24,009,860501,V,sbldgsz,0.0000,70.0000,0.0000,4.9294,0.0000,70.1733,,,,,,,,,,,,
24,009,860501,V,sckitch,0.0000,70.0000,0.0000,4.8561,0.0000,70.1682,,,,,,,,,,,,
24,009,860501,V,scplumb,0.0000,70.0000,0.0000,5.5816,0.0000,70.2222,,,,,,,,,,,,
24,009,860501,V,sisvac,0.0000,70.0000,25.0000,21.6533,-25.0000,73.2725,,,,,,,,,,,,
24,009,860501,V,smeals,,,100.0000,12.1405,,,,,,,,,,,,,,
24,009,860501,V,srent,,,100.0000,12.1405,,,,,,,,,,,,,,
24,009,860501,V,sroom,0.0000,70.0000,0.0000,5.7918,0.0000,70.2392,,,,,,,,,,,,
24,009,860501,V,svalue,,,,,,,,,,,,,,,,,,
24,009,860501,V,syrblt,0.0000,70.0000,0.0000,5.7802,0.0000,70.2382,,,,,,,,,,,,
24,009,860502,O,sacres,2.5946,3.9684,3.5354,0.9462,-0.9408,4.0796,,,,,,,,,,,,
24,009,860502,O,sagsales,3.9326,11.3285,7.6923,2.3828,-3.7597,11.5764,,,,,,,,,,,,
24,009,860502,O,sautos,1.5317,5.1624,6.0606,2.0094,-4.5289,5.5396,,,,,,,,,,,,
24,009,860502,O,sbedrm,3.3448,3.9073,8.0808,2.2664,-4.7360,4.5170,,,,,,,,,,,,
24,009,860502,O,sbiz,4.4389,4.1966,4.0404,1.0089,0.3985,4.3162,,,,,,,,,,,,
24,009,860502,O,sbldgsz,1.5630,5.1826,2.0202,0.9957,-0.4572,5.2774,,,,,,,,,,,,
24,009,860502,O,sckitch,2.3757,3.7541,2.0202,0.9809,0.3555,3.8801,,,,,,,,,,,,
24,009,860502,O,scplumb,1.8756,5.2263,2.0202,1.1275,-0.1446,5.3465,,,,,,,,,,,,
24,009,860502,O,selecdx,3.1572,4.0047,14.6465,2.7674,-11.4893,4.8678,,,,,,,,,,,,
24,009,860502,O,sfuel,0.8440,5.1123,5.0505,1.7140,-4.2065,5.3920,,,,,,,,,,,,
24,009,860502,O,sgasdx,22.1319,5.0179,23.2323,3.3054,-1.1004,6.0088,,,,,,,,,,,,
24,009,860502,O,sincins,8.0285,6.4617,11.6438,3.1756,-3.6153,7.1999,,,,,,,,,,,,
24,009,860502,O,sinctax,3.4344,7.4925,10.2740,3.0060,-6.8396,8.0730,,,,,,,,,,,,
24,009,860502,O,sinsd,16.4471,4.2895,29.4798,4.1470,-13.0327,5.9664,,,,,,,,,,,,
24,009,860502,O,smeals,0.0000,61.3630,0.0000,3.5047,0.0000,61.4630,,,,,,,,,,,,
24,009,860502,O,smhcost,34.0909,70.0000,60.0000,18.5328,-25.9091,72.4118,,,,,,,,,,,,
24,009,860502,O,smortg,1.8512,5.9060,4.6243,1.9101,-2.7731,6.2072,,,,,,,,,,,,
24,009,860502,O,smortg2d,19.3344,22.0581,15.1515,7.4667,4.1829,23.2876,,,,,,,,,,,,
24,009,860502,O,smortgd,7.3149,3.8961,19.8630,3.9500,-12.5481,5.5482,,,,,,,,,,,,
24,009,860502,O,smovein,3.1260,4.0286,4.5455,1.6633,-1.4195,4.3585,,,,,,,,,,,,
24,009,860502,O,soildx,9.7530,3.5860,20.2020,3.1426,-10.4490,4.7682,,,,,,,,,,,,
24,009,860502,O,srent,6.9620,50.8068,8.3333,6.9188,-1.3713,51.2757,,,,,,,,,,,,
24,009,860502,O,sroom,2.6571,1.6026,6.0606,1.9842,-3.4035,2.5505,,,,,,,,,,,,
24,009,860502,O,staxd,14.0619,4.1946,28.9017,4.1229,-14.8398,5.8816,,,,,,,,,,,,
24,009,860502,O,stel,1.5317,5.1624,2.5253,1.0939,-0.9936,5.2770,,,,,,,,,,,,
24,009,860502,O,stenure,1.6255,5.1855,3.5354,1.4746,-1.9099,5.3911,,,,,,,,,,,,
24,009,860502,O,svalue,8.3660,3.6078,6.9364,2.1851,1.4296,4.2179,,,,,,,,,,,,
24,009,860502,O,swaterdx,8.3464,3.3271,16.6667,2.9169,-8.3203,4.4247,,,,,,,,,,,,
24,009,860502,O,syrblt,5.5330,4.3290,5.5556,1.9010,-0.0226,4.7280,,,,,,,,,,,,
24,009,860502,V,sacres,0.0000,70.0000,0.0000,1.7310,0.0000,70.0214,,,,,,,,,,,,
24,009,860502,V,sbedrm,0.0000,70.0000,8.8235,5.6919,-8.8235,70.2310,,,,,,,,,,,,
24,009,860502,V,sbiz,67.6991,70.0000,0.0000,1.7310,67.6991,70.0214,,,,,,,,,,,,
24,009,860502,V,sbldgsz,0.0000,70.0000,0.0000,2.3911,0.0000,70.0408,,,,,,,,,,,,
24,009,860502,V,sckitch,0.0000,70.0000,5.8824,3.9589,-5.8824,70.1119,,,,,,,,,,,,
24,009,860502,V,scplumb,0.0000,70.0000,5.8824,4.5504,-5.8824,70.1477,,,,,,,,,,,,
24,009,860502,V,sisvac,0.0000,70.0000,0.0000,3.3959,0.0000,70.0823,,,,,,,,,,,,
24,009,860502,V,smeals,100.0000,70.0000,,,,,,,,,,,,,,,,
24,009,860502,V,srent,100.0000,70.0000,,,,,,,,,,,,,,,,
24,009,860502,V,sroom,0.0000,70.0000,8.8235,5.6919,-8.8235,70.2310,,,,,,,,,,,,
24,009,860502,V,svalue,0.0000,70.0000,,,,,,,,,,,,,,,,
24,009,860502,V,syrblt,0.0000,70.0000,14.7059,7.0929,-14.7059,70.3584,,,,,,,,,,,,
24,009,860600,O,sacres,1.2308,2.1395,6.5445,0.8286,-5.3137,2.2944,,,,,,,,,,,,
24,009,860600,O,sagsales,3.0086,1.2305,8.8957,1.0326,-5.8871,1.6064,,,,,,,,,,,,
24,009,860600,O,sautos,0.6811,2.9239,4.1451,1.0216,-3.4640,3.0972,,,,,,,,,,,,
24,009,860600,O,sbedrm,1.3264,2.2375,5.6995,1.1718,-4.3731,2.5258,,,,,,,,,,,,
24,009,860600,O,sbiz,1.4118,0.8280,4.9738,0.7284,-3.5620,1.1028,,,,,,,,,,,,
24,009,860600,O,sbldgsz,0.3764,2.9179,3.6269,0.8081,-3.2505,3.0277,,,,,,,,,,,,
24,009,860600,O,sckitch,0.0000,3.4757,2.8497,0.7078,-2.8497,3.5470,,,,,,,,,,,,
24,009,860600,O,scplumb,0.0000,3.4757,2.8497,0.8158,-2.8497,3.5701,,,,,,,,,,,,
24,009,860600,O,selecdx,3.5669,1.6384,9.8446,1.4270,-6.2777,2.1727,,,,,,,,,,,,
24,009,860600,O,sfuel,1.2906,3.0347,6.9948,1.2217,-5.7042,3.2714,,,,,,,,,,,,
24,009,860600,O,sgasdx,9.3207,2.2947,25.1295,2.0776,-15.8088,3.0955,,,,,,,,,,,,
24,009,860600,O,sincins,4.6911,2.8840,10.6796,1.8059,-5.9885,3.4028,,,,,,,,,,,,
24,009,860600,O,sinctax,1.1899,3.6545,10.0324,1.7566,-8.8425,4.0548,,,,,,,,,,,,
24,009,860600,O,sinsd,12.5544,3.1231,27.4725,2.4047,-14.9181,3.9416,,,,,,,,,,,,
24,009,860600,O,smeals,0.0000,70.0000,10.5263,7.1637,-10.5263,70.3656,,,,,,,,,,,,
24,009,860600,O,smhcost,82.3009,70.0000,100.0000,6.4351,-17.6991,70.2952,,,,,,,,,,,,
24,009,860600,O,smortg,0.8142,2.1938,5.4945,1.2276,-4.6803,2.5139,,,,,,,,,,,,
24,009,860600,O,smortg2d,17.4373,7.1262,13.7500,3.9573,3.6873,8.1512,,,,,,,,,,,,
24,009,860600,O,smortgd,5.9725,1.9338,13.2686,1.9835,-7.2961,2.7702,,,,,,,,,,,,
24,009,860600,O,smovein,1.7387,2.1933,4.9223,1.0732,-3.1836,2.4418,,,,,,,,,,,,
24,009,860600,O,soildx,5.3773,1.5592,19.1710,1.8855,-13.7937,2.4467,,,,,,,,,,,,
24,009,860600,O,srent,0.0000,70.0000,15.7895,8.5118,-15.7895,70.5156,,,,,,,,,,,,
24,009,860600,O,sroom,1.2009,2.1167,5.6995,1.1718,-4.4986,2.4194,,,,,,,,,,,,
24,009,860600,O,staxd,10.0170,2.6829,23.3516,2.2791,-13.3346,3.5202,,,,,,,,,,,,
24,009,860600,O,stel,0.0000,3.4757,3.6269,0.7954,-3.6269,3.5655,,,,,,,,,,,,
24,009,860600,O,stenure,0.0000,3.4757,3.8860,0.9588,-3.8860,3.6055,,,,,,,,,,,,
24,009,860600,O,svalue,5.7944,2.9232,10.7143,1.5843,-4.9199,3.3249,,,,,,,,,,,,
24,009,860600,O,swaterdx,7.7254,1.8389,22.0207,1.9849,-14.2953,2.7058,,,,,,,,,,,,
24,009,860600,O,syrblt,1.8641,2.2672,6.7358,1.2449,-4.8717,2.5865,,,,,,,,,,,,
24,009,860600,V,sacres,100.0000,70.0000,0.0000,2.6467,100.0000,70.0500,,,,,,,,,,,,
24,009,860600,V,sbedrm,100.0000,70.0000,16.6667,10.6836,83.3333,70.8106,,,,,,,,,,,,
24,009,860600,V,sbiz,100.0000,70.0000,0.0000,2.6467,100.0000,70.0500,,,,,,,,,,,,
24,009,860600,V,sbldgsz,0.0000,70.0000,0.0000,3.4318,0.0000,70.0841,,,,,,,,,,,,
24,009,860600,V,sckitch,100.0000,70.0000,0.0000,3.3779,100.0000,70.0815,,,,,,,,,,,,
24,009,860600,V,scplumb,100.0000,70.0000,0.0000,3.8929,100.0000,70.1082,,,,,,,,,,,,
24,009,860600,V,sisvac,0.0000,70.0000,0.0000,4.4160,0.0000,70.1392,,,,,,,,,,,,
24,009,860600,V,smeals,,,,,,,,,,,,,,,,,,
24,009,860600,V,srent,,,,,,,,,,,,,,,,,,
24,009,860600,V,sroom,100.0000,70.0000,16.6667,10.6836,83.3333,70.8106,,,,,,,,,,,,
24,009,860600,V,svalue,,,0.0000,4.8371,,,,,,,,,,,,,,
24,009,860600,V,syrblt,100.0000,70.0000,0.0000,3.9439,100.0000,70.1110,,,,,,,,,,,,
24,009,860701,O,sacres,1.8436,10.0366,9.4017,1.9453,-7.5581,10.2234,,,,,,,,,,,,
24,009,860701,O,sagsales,2.1201,11.5827,13.9535,2.6938,-11.8334,11.8918,,,,,,,,,,,,
24,009,860701,O,sautos,2.4233,6.1008,4.2254,2.0005,-1.8021,6.4205,,,,,,,,,,,,
24,009,860701,O,sbedrm,4.2003,6.4066,7.7465,2.6250,-3.5462,6.9235,,,,,,,,,,,,
24,009,860701,O,sbiz,1.8436,10.0366,7.6923,1.7761,-5.8487,10.1926,,,,,,,,,,,,
24,009,860701,O,sbldgsz,1.5617,8.5012,3.5211,1.5403,-1.9594,8.6396,,,,,,,,,,,,
24,009,860701,O,sckitch,1.5617,8.5012,3.5211,1.5175,-1.9594,8.6356,,,,,,,,,,,,
24,009,860701,O,scplumb,2.6925,6.3260,3.5211,1.7442,-0.8286,6.5620,,,,,,,,,,,,
24,009,860701,O,selecdx,5.6543,9.4393,14.0845,3.2150,-8.4302,9.9718,,,,,,,,,,,,
24,009,860701,O,sfuel,3.1772,6.4292,5.6338,2.1310,-2.4566,6.7731,,,,,,,,,,,,
24,009,860701,O,sgasdx,8.6160,7.8829,22.5352,3.8616,-13.9192,8.7779,,,,,,,,,,,,
24,009,860701,O,sincins,5.1591,10.3139,21.1268,5.7955,-15.9677,11.8307,,,,,,,,,,,,
24,009,860701,O,sinctax,2.4936,13.5778,16.9014,5.3207,-14.4078,14.5831,,,,,,,,,,,,
24,009,860701,O,sinsd,32.7040,10.6803,25.2632,5.3332,7.4408,11.9378,,,,,,,,,,,,
24,009,860701,O,smeals,8.8235,43.4325,4.2553,3.6108,4.5682,43.5823,,,,,,,,,,,,
24,009,860701,O,smhcost,,,66.6667,32.5589,,,,,,,,,,,,,,
24,009,860701,O,smortg,1.9555,10.6459,3.1579,2.1464,-1.2024,10.8601,,,,,,,,,,,,
24,009,860701,O,smortg2d,33.6735,37.9089,25.0000,10.5738,8.6735,39.3560,,,,,,,,,,,,
24,009,860701,O,smortgd,11.0060,15.2632,15.4930,5.1371,-4.4870,16.1045,,,,,,,,,,,,
24,009,860701,O,smovein,5.9235,6.5707,5.6338,2.1741,0.2897,6.9211,,,,,,,,,,,,
24,009,860701,O,soildx,8.0775,6.8267,23.9437,3.9441,-15.8662,7.8842,,,,,,,,,,,,
24,009,860701,O,srent,0.0000,51.8468,12.7660,5.9696,-12.7660,52.1894,,,,,,,,,,,,
24,009,860701,O,sroom,2.4233,6.1008,6.3380,2.3925,-3.9147,6.5532,,,,,,,,,,,,
24,009,860701,O,staxd,26.5003,9.4390,26.3158,5.4047,0.1845,10.8768,,,,,,,,,,,,
24,009,860701,O,stel,1.5617,8.5012,3.5211,1.5175,-1.9594,8.6356,,,,,,,,,,,,
24,009,860701,O,stenure,1.5617,8.5012,5.6338,2.1741,-4.0721,8.7748,,,,,,,,,,,,
24,009,860701,O,svalue,17.1274,7.1145,13.6842,3.9886,3.4432,8.1563,,,,,,,,,,,,
24,009,860701,O,swaterdx,3.1772,6.4292,25.3521,4.0207,-22.1749,7.5829,,,,,,,,,,,,
24,009,860701,O,syrblt,7.1621,6.7018,9.1549,2.8261,-1.9928,7.2733,,,,,,,,,,,,
24,009,860701,V,sacres,11.4173,62.4919,0.0000,3.8149,11.4173,62.6083,,,,,,,,,,,,
24,009,860701,V,sbedrm,45.6693,60.7683,0.0000,6.1917,45.6693,61.0830,,,,,,,,,,,,
24,009,860701,V,sbiz,100.0000,70.0000,0.0000,3.8149,100.0000,70.1039,,,,,,,,,,,,
24,009,860701,V,sbldgsz,11.4173,62.4919,0.0000,5.2697,11.4173,62.7137,,,,,,,,,,,,
24,009,860701,V,sckitch,45.6693,60.7683,0.0000,5.1914,45.6693,60.9897,,,,,,,,,,,,
24,009,860701,V,scplumb,45.6693,60.7683,0.0000,5.9670,45.6693,61.0606,,,,,,,,,,,,
24,009,860701,V,sisvac,11.4173,62.4919,0.0000,7.4842,11.4173,62.9385,,,,,,,,,,,,
24,009,860701,V,smeals,100.0000,70.0000,,,,,,,,,,,,,,,,
24,009,860701,V,srent,100.0000,70.0000,,,,,,,,,,,,,,,,
24,009,860701,V,sroom,45.6693,60.7683,0.0000,6.1917,45.6693,61.0830,,,,,,,,,,,,
24,009,860701,V,svalue,,,,,,,,,,,,,,,,,,
24,009,860701,V,syrblt,11.4173,62.4919,0.0000,6.1793,11.4173,62.7967,,,,,,,,,,,,
24,009,860702,O,sacres,4.9816,6.6608,11.8110,2.0647,-6.8294,6.9735,,,,,,,,,,,,
24,009,860702,O,sagsales,12.7606,12.3306,15.2778,3.0568,-2.5172,12.7039,,,,,,,,,,,,
24,009,860702,O,sautos,1.2571,6.5611,1.7143,1.2541,-0.4572,6.6798,,,,,,,,,,,,
24,009,860702,O,sbedrm,6.6910,5.3693,6.2857,2.1468,0.4053,5.7826,,,,,,,,,,,,
24,009,860702,O,sbiz,1.3634,8.5587,6.2992,1.5542,-4.9358,8.6987,,,,,,,,,,,,
24,009,860702,O,sbldgsz,0.0000,7.8632,2.2857,1.1251,-2.2857,7.9433,,,,,,,,,,,,
24,009,860702,O,sckitch,0.0000,7.8632,1.1429,1.0383,-1.1429,7.9315,,,,,,,,,,,,
24,009,860702,O,scplumb,0.0000,7.8632,2.2857,1.2739,-2.2857,7.9657,,,,,,,,,,,,
24,009,860702,O,selecdx,4.9473,6.8040,9.1429,2.3995,-4.1956,7.2147,,,,,,,,,,,,
24,009,860702,O,sfuel,1.0543,6.6273,3.4286,1.5149,-2.3743,6.7983,,,,,,,,,,,,
24,009,860702,O,sgasdx,6.7315,2.9451,20.0000,3.3302,-13.2685,4.4456,,,,,,,,,,,,
24,009,860702,O,sincins,11.9934,5.1037,9.8765,3.9657,2.1169,6.4633,,,,,,,,,,,,
24,009,860702,O,sinctax,9.8428,10.6572,11.1111,4.1773,-1.2683,11.4467,,,,,,,,,,,,
24,009,860702,O,sinsd,24.5524,7.0329,24.0000,5.1092,0.5524,8.6929,,,,,,,,,,,,
24,009,860702,O,smeals,5.5432,18.8874,7.1429,3.7750,-1.5997,19.2610,,,,,,,,,,,,
24,009,860702,O,smhcost,,,44.4444,19.8147,,,,,,,,,,,,,,
24,009,860702,O,smortg,7.6087,8.2100,3.0000,2.0407,4.6087,8.4598,,,,,,,,,,,,
24,009,860702,O,smortg2d,8.0645,44.1816,17.8571,8.6586,-9.7926,45.0221,,,,,,,,,,,,
24,009,860702,O,smortgd,11.7452,10.8567,6.1728,3.1989,5.5724,11.3182,,,,,,,,,,,,
24,009,860702,O,smovein,2.7575,5.1163,2.2857,1.2693,0.4718,5.2714,,,,,,,,,,,,
24,009,860702,O,soildx,11.4761,3.5868,16.5714,3.0956,-5.0953,4.7379,,,,,,,,,,,,
